 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
 * Restarting with stat
172.27.4.140 - - [21/Feb/2017 09:27:26] "GET /newbranchq4 HTTP/1.1" 200 -
172.27.4.140 - - [21/Feb/2017 09:27:34] "GET /compareQ3branch HTTP/1.1" 200 -
172.27.4.140 - - [21/Feb/2017 09:27:34] "GET /newbranchq3 HTTP/1.1" 200 -
172.27.4.140 - - [21/Feb/2017 09:27:39] "GET /compare5K HTTP/1.1" 200 -
172.27.4.140 - - [21/Feb/2017 09:27:40] "GET /srx5K_diff HTTP/1.1" 200 -
172.27.4.140 - - [21/Feb/2017 09:27:44] "GET /compare1500 HTTP/1.1" 200 -
172.27.4.140 - - [21/Feb/2017 09:27:45] "GET /srx1500growth HTTP/1.1" 200 -
172.27.4.140 - - [21/Feb/2017 09:27:47] "GET /compare_midrange HTTP/1.1" 200 -
172.27.4.140 - - [21/Feb/2017 09:27:48] "GET /srx_mid_growth HTTP/1.1" 200 -
172.29.148.71 - - [21/Feb/2017 09:44:00] "GET / HTTP/1.0" 200 -
172.29.148.71 - - [21/Feb/2017 09:44:01] "GET /static/css/main.css HTTP/1.0" 200 -
172.29.148.71 - - [21/Feb/2017 09:44:01] "GET /static/favicon.ico HTTP/1.0" 200 -
172.29.148.71 - - [21/Feb/2017 09:44:01] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.0" 404 -
172.29.148.71 - - [21/Feb/2017 09:44:19] "GET /compareQ3branch HTTP/1.0" 200 -
172.29.148.71 - - [21/Feb/2017 09:47:14] "GET /compareQ3branch HTTP/1.0" 200 -
172.29.148.71 - - [21/Feb/2017 09:48:39] "GET /compareQ3branch HTTP/1.0" 200 -
172.29.192.66 - - [21/Feb/2017 09:50:17] "GET / HTTP/1.1" 200 -
172.29.192.66 - - [21/Feb/2017 09:50:17] "GET /static/css/main.css HTTP/1.1" 304 -
172.29.192.66 - - [21/Feb/2017 09:50:17] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 -
172.29.193.207 - - [21/Feb/2017 10:11:08] "GET / HTTP/1.1" 200 -
172.29.193.207 - - [21/Feb/2017 10:11:08] "GET /static/css/main.css HTTP/1.1" 200 -
172.29.193.207 - - [21/Feb/2017 10:11:08] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 -
172.29.193.207 - - [21/Feb/2017 10:11:08] "GET /static/favicon.ico HTTP/1.1" 200 -
172.29.193.207 - - [21/Feb/2017 10:11:42] "GET /favicon.ico HTTP/1.1" 404 -
172.29.193.207 - - [21/Feb/2017 10:11:50] "GET /compare1500 HTTP/1.1" 200 -
172.29.193.207 - - [21/Feb/2017 10:11:51] "GET /srx1500growth HTTP/1.1" 200 -
172.29.193.207 - - [21/Feb/2017 10:11:52] "GET /favicon.ico HTTP/1.1" 404 -
172.29.193.207 - - [21/Feb/2017 10:11:52] "GET /favicon.ico HTTP/1.1" 404 -
172.29.193.207 - - [21/Feb/2017 10:12:19] "GET /compareQ3branch HTTP/1.1" 200 -
172.29.193.207 - - [21/Feb/2017 10:12:20] "GET /newbranchq3 HTTP/1.1" 200 -
172.29.193.207 - - [21/Feb/2017 10:12:29] "GET /compareQ4branch HTTP/1.1" 200 -
172.29.193.207 - - [21/Feb/2017 10:12:29] "GET /newbranchq4 HTTP/1.1" 200 -
172.29.192.66 - - [21/Feb/2017 10:16:54] "GET / HTTP/1.1" 200 -
172.29.192.66 - - [21/Feb/2017 10:16:54] "GET /static/css/main.css HTTP/1.1" 304 -
172.29.192.66 - - [21/Feb/2017 10:16:54] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 -
172.29.193.199 - - [21/Feb/2017 10:45:13] "GET / HTTP/1.1" 200 -
172.29.193.199 - - [21/Feb/2017 10:45:13] "GET /static/css/main.css HTTP/1.1" 200 -
172.29.193.199 - - [21/Feb/2017 10:45:13] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 -
172.29.193.199 - - [21/Feb/2017 10:45:15] "GET /static/favicon.ico HTTP/1.1" 200 -
172.29.193.199 - - [21/Feb/2017 10:45:43] "GET /compare5K HTTP/1.1" 200 -
172.29.193.199 - - [21/Feb/2017 10:45:44] "GET /srx5K_diff HTTP/1.1" 200 -
172.29.193.199 - - [21/Feb/2017 10:45:44] "GET /favicon.ico HTTP/1.1" 404 -
172.27.4.110 - - [21/Feb/2017 11:01:11] "GET / HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:11] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 -
172.27.4.110 - - [21/Feb/2017 11:01:11] "GET /assets/js/ie10-viewport-bug-workaround.js HTTP/1.1" 404 -
172.27.4.110 - - [21/Feb/2017 11:01:14] "GET /pie HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:14] "GET /apac_sales HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:14] "GET /favicon.ico HTTP/1.1" 404 -
172.27.4.110 - - [21/Feb/2017 11:01:17] "GET /compareQ3branch HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:17] "GET /newbranchq3 HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:20] "GET /compareQ4branch HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:20] "GET /newbranchq4 HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:23] "GET /compare5K HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:23] "GET /srx5K_diff HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:26] "GET /compare1500 HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:26] "GET /srx1500growth HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:30] "GET /compare_midrange HTTP/1.1" 200 -
172.27.4.110 - - [21/Feb/2017 11:01:30] "GET /srx_mid_growth HTTP/1.1" 200 -
172.29.148.71 - - [21/Feb/2017 14:28:26] "GET /compareQ3branch HTTP/1.0" 200 -
172.29.148.71 - - [21/Feb/2017 14:28:52] "GET /compareQ3branch HTTP/1.0" 200 -
